University,Scholarship,Scholarship_Type,Conditions,Scholarship_Value,Source
University of Chicago (UChicago),UChicago Merit Scholarships for International Students,Merit-based scholarship,All first-year applicants automatically considered; no additional application. Awarded for academic/extracurricular achievement independent of financial need. International transfer students are not eligible.,Partial-tuition award (single lump-sum or renewable annual),https://collegeadmissions.uchicago.edu/financial-support/international-financial-aid/
UCLA,UCLA Scholarship Application (institutional scholarships),Merit- and need-based institutional scholarships,"Complete the annual UCLA Scholarship Application by the priority deadline (newly admitted first-year by April 2, transfers by May 5). Federal/state need-based aid is generally unavailable to international students.",Varies by award,https://financialaid.ucla.edu/
UC Berkeley,Berkeley International Student Scholarships (incl. Regents' & Chancellor's Scholarship),Merit-based institutional scholarship,No separate application required; all admitted undergraduate international students are automatically considered for the programs for which they are eligible. Federal and state aid is generally unavailable to international students.,Varies; Regents' & Chancellor's is Berkeley's most prestigious undergraduate scholarship,https://financialaid.berkeley.edu/types-of-aid-at-berkeley/scholarships/regents-and-chancellors-scholarship/international-student-scholarships/
University of Michigan-Ann Arbor,U-M Limited Institutional Scholarships for International Students,Merit-based scholarship (limited),No federal financial aid available to international students and only limited scholarship funding; any scholarship consideration requires no additional application. Schools/colleges have very limited funding for undergraduate international students.,"Limited; varies by school/college (e.g., LSA four-year renewable scholarships)",https://finaid.umich.edu/apply-aid/international-students
New York University (NYU),NYU Financial Aid & Scholarships (merit-based + limited need-based),Merit-based and limited need-based aid,US federal aid is not available to international students; NYU considers international students for institutional scholarships and limited need-based aid (international applicants submit the CSS Profile rather than FAFSA). Award packages combine financial need and academic merit.,Varies; partial to (rarely) full tuition,https://www.nyu.edu/admissions/financial-aid-and-scholarships.html
University of Southern California (USC),"USC Merit-Based Scholarships (Trustee, Presidential, Deans)",Merit-based scholarship,"Need-based federal/university aid is limited to US citizens and eligible noncitizens; international students are eligible for merit-based scholarships, on/off-campus work, and private financing. Top merit awards may require a separate application and minimum GPA.",Trustee: full tuition (4 yrs); Presidential: half tuition (4 yrs); Deans: partial tuition,https://financialaid.usc.edu/undergraduate-financial-aid/special-populations/international-students/
University of Oxford,Clarendon Fund Scholarship,"Fully funded, merit-based (graduate: Master's & DPhil)",Open to applicants of all nationalities including Thai students; no separate application - automatically considered when applying for a graduate course by the December/January funding deadline; selected on outstanding academic merit and potential,"Full course fees plus an annual living-costs grant of at least GBP 15,009 (2025-26) for full-time scholars; about 140-200 new awards per year",https://www.ox.ac.uk/admissions/graduate/fees-and-funding/funding/clarendon
University of Cambridge,Cambridge Trust International Scholarship,"Full funding, merit-based (postgraduate/PhD)",For applicants from countries other than the UK or Ireland (includes Thailand) who are highly ranked by their prospective department; no separate application beyond the Cambridge admission application; financial situation does not affect selection,"University tuition fee at the international rate, annual maintenance allowance and the Student Immigration Health Surcharge; approximately 63 awards per year",https://www.cambridgetrust.org/scholarship/cambridge-international-scholarship/
Imperial College London,President's PhD Scholarships,"Fully funded (doctoral/PhD), open to any nationality",High-performing undergraduate or Master's students wishing to undertake a PhD at Imperial; open to applicants of any nationality including international/Thai students,Full tuition fees plus a generous stipend for a 3.5-year PhD place,https://www.imperial.ac.uk/study/fees-and-funding/postgraduate-doctoral/grants-scholarships/presidents-phd/
University College London (UCL),UCL Global Scholarships (Undergraduate & Masters),Need-based support for international students (separate UG and Master's schemes),Open to international students from lower-income backgrounds; aims to widen access so the student body remains diverse; separate schemes for undergraduate and taught Master's study,Support for living costs and/or tuition fees for the duration of the degree (Global Undergraduate award can cover 100% of tuition plus a living stipend for some recipients),https://www.ucl.ac.uk/scholarships/ucl-global-scholarships
London School of Economics (LSE),Graduate Support Scheme (GSS),Need-based (means-tested) partial award for taught master's/diploma,"Open to all applicants for diploma and taught master's study with Home or Overseas fee status (includes international/Thai students); assessed on financial need, not academic merit; intended to supplement existing funding","Awards ranging from GBP 5,000 to GBP 20,000 depending on financial need (LSE provides around GBP 3 million per year)",https://www.lse.ac.uk/study-at-lse/Graduate/fees-and-funding/secure/graduate-support-scheme
University of Edinburgh,GREAT Scholarships (Thailand) / Edinburgh international postgraduate funding,"Partial, country-specific (postgraduate taught); plus wider international schemes","In partnership with the British Council and the GREAT Britain Campaign, Edinburgh offers scholarships to students in Thailand (also Mexico and Ghana) applying for one-year postgraduate courses; the University also runs the Edinburgh Global Research Scholarship for overseas PhD students",Partial award towards one-year postgraduate study for Thai students (GREAT Scholarship); Edinburgh Global Research Scholarship covers the overseas/home PhD tuition fee differential,https://registryservices.ed.ac.uk/student-funding/postgraduate/international
King's College London (KCL),King's Business School Postgraduate (MSc) Scholarships,Merit/diversity-based partial award (taught master's),"Open to the brightest students from around the world (includes international/Thai students); rewards academic excellence, diversity and ambition; applicants apply for the single scholarship that best represents them","A portfolio of scholarships covering up to 50% of tuition fees, with others worth up to GBP 10,000",https://www.kcl.ac.uk/business/postgraduate/postgraduate-scholarships
University of Manchester,Global Futures Scholarship,"Merit-based partial award (undergraduate & master's), international students","For self-funded international (overseas-fee) students from a selection of countries; awarded on academic excellence and online application responses; excludes certain courses (e.g. MBA, Medicine, Dentistry, Architecture)","Undergraduate awards of GBP 8,000 per year (up to ~GBP 24,000 over three years); master's awards of GBP 15,000 - as a discount on overseas tuition fees",https://www.manchester.ac.uk/study/international/finance-and-scholarships/funding/
London Business School MBA,"LBS MBA Scholarships (portfolio, incl. Laidlaw Women's Leadership Fund)",Merit/need/diversity-based partial awards (MBA),"Admitted MBA students are automatically considered for all internal awards; fees are the same for international and domestic students, so awards are open to international/Thai admits; some awards target specific groups (e.g. women via the Laidlaw Women's Leadership Fund)","Partial awards varying by scholarship (set against 2026 MBA tuition of GBP 123,950); e.g. Laidlaw Women's Leadership Fund and other portfolio awards",https://www.london.edu/masters-degrees/mba/fees-financing-and-scholarships
ETH Zurich,Excellence Scholarship & Opportunity Programme (ESOP),Merit-based excellence scholarship (Master's),"Open to students of all nationalities (Swiss and international); requires a top-10% bachelor's result (grade A); not eligible if already enrolled in or holding a master's degree; apply within the first application window (November) via eApply, including a self-developed master's thesis pre-proposal and two references","CHF 12,000 per semester for living and study costs plus a full tuition fee waiver for the regular duration of the master's (3-4 semesters)",https://ethz.ch/students/en/studies/financial/scholarships/excellencescholarship.html
EPFL,EPFL Master's Excellence Fellowship,Merit-based excellence fellowship (Master's),"For the most outstanding incoming master's students (those with an EPFL bachelor's as well as those who began studies at another institution); awarded on remarkable academic results and distinction in extracurricular (sporting, artistic, civic or entrepreneurial) activities; candidates must tick the corresponding box on the master's application form and provide the requested application file","CHF 10,000 per semester, together with guaranteed housing",https://www.epfl.ch/education/master/master-excellence-fellowships/
TU Munich,Scholarship for International Students of TUM,Merit- and need-based one-time financial aid (funded by the Bavarian government),For international students not eligible for BAfoeG due to nationality; from the 3rd semester of bachelor's or 2nd semester of master's studies at TUM (1st master's semester if the bachelor was completed at TUM). Requires good academic records and proven financial need; students may reapply each semester.,"One-time aid of EUR 500 to EUR 1,800 per semester (maximum funding period 36 months)",https://www.tum.de/en/studies/fees-and-financial-aid/scholarships/tum-scholarships/scholarship-for-international-students-of-tum/
LMU Munich,SIST LMU Study Scholarship and Deutschlandstipendium,Merit- and need-based (Bavaria/DAAD funded) plus merit-based Deutschlandstipendium,SIST Study Scholarship is for registered international full-time students/doctoral candidates demonstrating academic excellence and financial need (applied for via the International Office). The Deutschlandstipendium is open to enrolled LMU students of all nationalities with excellent academic performance and above-average commitment.,SIST Study Scholarship up to EUR 650 (max 10 months); Deutschlandstipendium EUR 300/month for one year,https://www.lmu.de/en/workspace-for-students/student-support-services/finance-your-studies/scholarships/scholarships-for-international-students/index.html
Heidelberg University,Deutschlandstipendium and Hans-Peter Wild Talent Scholarships (plus targeted international scholarships),Merit-based (Deutschlandstipendium and MINT/STEM talent award); additional targeted international scholarships,"Deutschlandstipendium is open to gifted students of all nationalities enrolled or admitted at Heidelberg, selected purely on merit (grades, social commitment, achievements; income not considered). Hans-Peter Wild Talent Scholarships support prospective BA/MA students of all nationalities in a MINT (STEM) subject. Other awards (Amirana, HAUS, Baden-Wuerttemberg-STIPENDIUM, DAAD STIBET) target specific international groups.",Deutschlandstipendium EUR 300/month (min. 2 semesters); other awards vary,https://www.uni-heidelberg.de/en/study/management-of-studies/funding-of-studies/scholarships-for-students
HEC Paris Grande Ecole,HEC Foundation Excellence Scholarship (plus need-based scholarships),Merit-based (tuition fee reduction); need-based aid also available,"Open to international students admitted to HEC Paris Master's (Grande Ecole) programs. Merit awards decided on academic excellence, overall application strength, interview performance and GMAT/GRE/TAGE-MAGE; all admitted applicants are automatically considered. International applicants may additionally apply for need-based scholarships.",Awarded as a reduction of tuition fees (amount varies by award),https://www.hec.edu/en/hec-paris-scholarships
HEC Paris MiM Master,HEC Foundation Excellence Scholarship / merit-based Master in Management scholarships,Merit-based (tuition fee reduction); eligible for external Eiffel Excellence Scholarship,"All applicants admitted into the HEC Paris Master's programmes are automatically considered for merit-based scholarships, judged on academic excellence and application strength. International applicants may also apply for need-based aid; the Eiffel Excellence Scholarship (French Ministry of Foreign Affairs) is available to international students.",Tuition fee reduction (amount varies); external Eiffel adds a monthly stipend,https://www.hec.edu/en/hec-paris-scholarships
HEC Paris MBA,HEC Paris MBA Scholarship for Excellence,Merit-based (tuition fee reduction),"Automatically considered for all admitted MBA candidates; awarded on academic excellence, professional achievements and leadership potential. Additional MBA awards target diversity and women (e.g. Forte Foundation, 30% Club).",Up to 50% of tuition fees,https://gmatclub.com/blog/hec-paris-mba-scholarships-for-international-students/
Sciences Po,Emile Boutmy Scholarship,Merit-based excellence scholarship (tuition exemption/reduction),"For first-time applicants to Sciences Po from a non-EU state whose household does not file taxes in the EU, admitted to an eligible Bachelor's or Master's programme. Awarded on merit; a separate scholarship request is made in the application's Financial Information section. Swiss/Norwegian and EU dual-nationals excluded.","Bachelor's: full tuition exemption or EUR 9,500/year reduction. Master's: EUR 18,500/year exemption for each of the two years.",https://www.sciencespo.fr/students/en/fees-funding/bursaries-financial-aid/emile-boutmy-scholarship/
PSL Paris (Universite PSL),PSL Graduate Programs Excellence Scholarships and PSL PhD Track grants,Merit-based excellence grants; fully funded PhD tracks,Open to international Master's and doctoral students. Excellence grants awarded on academic excellence and motivation (financial need considered in some cases); the highly selective PSL PhD Tracks combine a Master's and Doctorate over a fully funded 5-year programme taught in English.,Excellence grants vary by programme; PSL PhD Tracks fully funded for the 5-year duration,https://psl.eu/en/education/international-students
Sorbonne Universite,France Excellence Eiffel Scholarship (university-nominated) and institutional financial assistance (FSDIE / fee exemptions),Government merit scholarship (Eiffel) plus institutional one-off aid,"International Master's and PhD applicants are nominated by Sorbonne University for the Eiffel Excellence Scholarship (students cannot apply directly). The university also offers fee exemptions, exceptional refunds and one-off financial assistance through the FSDIE solidarity fund.","Eiffel: EUR 1,181/month (Master's), EUR 1,800/month (PhD) plus benefits; institutional aid varies",https://www.sorbonne-universite.fr/en/education/student-life/grants-and-financial-assistance
TU Delft,Justus & Louise van Effen Excellence Scholarship,Merit-based excellence scholarship (MSc),"International students with a non-Dutch bachelor's degree, (conditionally) admitted to a 2-year TU Delft MSc programme; outstanding academic record (CGPA ~80%+ / top 10%); must submit the scholarship form and 2 reference letters together with the MSc application before the first deadline","Full tuition fee waiver plus a contribution to living expenses (approx. EUR 30,000/year for non-EU/EFTA and EUR 11,500/year for EU/EFTA students) for the 2-year programme",https://www.tudelft.nl/en/education/study-programme-orientation/practical-matters/scholarships
University of Amsterdam (UvA),Amsterdam Merit Scholarship (AMS),"Merit-based scholarship (Master's, some Bachelor's)","Open to outstanding students holding a non-EU/EEA passport who have applied for a degree programme at UvA; applications submitted to the Admissions Offices of the Graduate Schools; eligibility, selection criteria and deadlines differ per Faculty/Graduate School","Varies by faculty: from full tuition fees plus a EUR 5,000 allowance (Business & Economics) to cash awards of EUR 15,000 (Science) or EUR 25,900 (Law); overall range approx. EUR 2,000-37,500",https://www.uva.nl/en/education/fees-and-funding/masters-scholarships-and-loans/amsterdam-merit-scholarship/amsterdam-merit-scholarship.html
Bocconi University,Bocconi Merit Award,Merit-based full tuition waiver (Bachelor's/MSc),"Awarded to the top academic applicants admitted to a Bachelor or Master of Science programme; assessed automatically from the admission dossier (GPA, SAT/GMAT, CV, personal statement) with no separate scholarship application; international, Italian and current Bocconi students assessed in separate pools; renewable for the full programme if minimum credit requirements are met","Full tuition waiver (approx. EUR 12,000/year undergraduate, EUR 13,000-14,000/year graduate), with possible free accommodation in a Bocconi Residence",https://www.unibocconi.it/en/applying-bocconi/master-science-and-ma-programs/funding/international-applicants
SDA Bocconi MBA,Full-Time MBA Merit-Based Tuition Waivers,Merit-based partial/full tuition waiver (MBA),"Open to candidates who have submitted an application for the 2026-2027 Full-Time MBA; apply for the waiver on the online application portal by the round deadlines (multiple applications allowed); waivers from 60% require a minimum GMAT of 615, full waivers require a minimum GMAT of 645; selection based on academic/professional record and MBA selection results","Grants ranging from 10% up to 100% of the EUR 82,000 programme cost (total scholarship budget of EUR 1,000,000)",https://www.sdabocconi.it/en/mba-executive-mba/full-time-mba/fees-and-scholarships/
Karolinska Institutet,KI Global Master's Scholarship,Tuition-fee scholarship (Master's),"For tuition-fee-paying (non-EU/EEA) first-year students admitted to one of KI's global master's programmes; must have paid the application fee and fulfil entry/documentation requirements; separate scholarship application in February; highly competitive (about 1 scholarship per programme, ~10 awarded in 2025 from 687 applicants)","Covers the full tuition fee (travel, living and other costs are not covered)",https://education.ki.se/bachelors-masters-studies/scholarships/the-ki-global-masters-scholarships-for-fee-paying-students
KU Leuven,Science@Leuven Scholarship,"Merit-based partial tuition fee waiver (Master's, Faculty of Science)",For talented international students admitted to a master's programme at the KU Leuven Faculty of Science; only students with excellent prior results (equivalent to at least a Distinction at KU Leuven) are considered; financed by the Science@Leuven Fund; highly competitive with a limited number available each year,"Partial tuition fee waiver - non-EEA recipients pay a reduced annual fee of EUR 1,426 regardless of programme",https://www.kuleuven.be/scholarships/year/2025-2026/science-leuven-scholarship
Trinity College Dublin,Global Excellence Postgraduate Scholarship,Merit-based partial tuition reduction (Postgraduate taught),"For international (non-EU fee status) students who have a course offer for a full-time postgraduate taught programme in 2026/2027; business, engineering, natural sciences and computer science & statistics courses are excluded; students from China apply for the Claddagh Scholarship instead; apply online with a statement on contributing to the Trinity community; assessed on a rolling basis by region","One-time reduction of the tuition fees of EUR 2,000-5,000 depending on the region",https://www.tcd.ie/study/international/scholarships/postgraduate/gexpg.php
Tsinghua University,Chinese Government Scholarship (CGS / CSC),"Full or partial, government (administered by China Scholarship Council)","Non-Chinese citizen in good health; meets age/degree limits (Bachelor under 25, Master under 35, PhD under 40); HSK 4 for Chinese-taught or TOEFL/IELTS for English-taught; select Tsinghua as first priority. Open to international students including Thai. Type A applied via Chinese Embassy/Consulate, Type B via the university.","Full CGS: tuition fees, free university dormitory or accommodation subsidy, comprehensive medical insurance, and monthly living stipend (approx. CNY 2,500 undergraduate / 3,000 master / 3,500 doctoral). Partial CGS covers one or some of these items.",https://international.join-tsinghua.edu.cn/Admission1/Freshmen_Scholarships1.htm
Tsinghua University,Tsinghua University Institutional Scholarship,"Partial/full, university-funded (alumni and corporate donations)",International freshmen / degree-seeking international students at Tsinghua; encouraged to apply alongside the Chinese Government Scholarship per university announcements.,University institutional scholarship supporting academic development and personal growth of international students; amount varies by award and donor.,https://international.join-tsinghua.edu.cn/Admission1/Freshmen_Scholarships1.htm
Peking University,Chinese Government Scholarship (Type A and Type B),"Full, government (China Scholarship Council)",Non-Chinese citizen in good health; meets degree/age requirements; HSK for Chinese-taught or TOEFL/IELTS for English-taught programs; apply via PKU International Students Online Application System plus the CSC system. Open to international students including Thai.,"Tuition waiver, on-campus accommodation or living allowance, comprehensive medical insurance, and monthly living allowance (approx. CNY 2,500 undergraduate / 3,000 master / 3,500 doctoral).",https://www.isd.pku.edu.cn/en/scholarship.php
Peking University,PKU Scholarship for International Students,"Full or partial, university-funded","Degree-seeking international students at PKU (bachelor's, master's, PhD); listed among PKU institutional scholarships on the Office of International Relations / ISD scholarship page.","Partial scholarship typically covers 100% tuition; full scholarship covers tuition, living stipend, accommodation expenses and comprehensive medical insurance.",https://www.isd.pku.edu.cn/en/scholarship.php
Fudan University,Chinese Government Scholarship - Chinese University Program (Type B),"Full, government (China Scholarship Council, Fudan Agency No. 10246)","Non-Chinese citizen in good health; master's applicants under 35, doctoral under 40; must not hold any other Chinese government scholarship; apply via campuschina.org and Fudan's istudent portal selecting Fudan as the only Type B choice. Open to international students including Thai.","Exemption from tuition fees, free on-campus accommodation or accommodation subsidy, comprehensive medical insurance, and living stipend (CNY 3,000/month master's, CNY 3,500/month doctoral).",https://iso.fudan.edu.cn/isoenglish/82/fe/c17458a754430/page.htm
Shanghai Jiao Tong University,Chinese Government Scholarship (CGS / CSC),"Full, government (Type A via embassy, Type B via university)",Non-Chinese citizen; undergraduate applicants apply via local Chinese Embassy/Consulate and select SJTU as first priority; graduate applicants may apply through SJTU (Type B) or embassies/consulates. Open to international students including Thai.,"Full scholarship covering tuition, stipend, comprehensive medical insurance; SJTU does not provide a free dormitory but provides an accommodation subsidy of CNY 1,100 per month.",https://global.sjtu.edu.cn/en/study-sjtu/prospective/scholarships/60
Shanghai Jiao Tong University,Shanghai Government Scholarship,"Partial/full, municipal government (Shanghai)",International students applying to SJTU degree programs; administered via SJTU's prospective international student scholarships page alongside the CGS.,Shanghai municipal scholarship supporting international students; coverage subject to the Shanghai Government Scholarship standard as listed on the SJTU scholarship page.,https://global.sjtu.edu.cn/en/study-sjtu/prospective/scholarships/60
Zhejiang University,Chinese Government Scholarship - Chinese University Program (Type B),"Full, government (China Scholarship Council)",Full-time postgraduate (master's/doctoral) applicants who meet ZJU postgraduate admission qualifications; non-Chinese citizen; apply via the CSC Online Application System and ZJU. Application deadline December 31. Open to international students including Thai.,Tuition waiver; free on-campus accommodation or accommodation allowance; living stipend per the relevant standard; comprehensive medical insurance.,https://iczu.zju.edu.cn/admissionsen/2022/0530/c68995a2590720/page.htm
Nanjing University,"Chinese Government Scholarship - Nanjing University Postgraduate / High-Level Program (Type B, Agency No. 10284)","Full, government (China Scholarship Council)","Non-Chinese citizen in good health; master's applicants hold a bachelor's degree and under 35, doctoral applicants hold a master's degree and under 40; HSK 4-5 for Chinese-taught or IELTS 6.0/TOEFL 85 for English-taught; cannot hold another Chinese scholarship. Application period Jan 1 - Mar 31. Open to international students including Thai.","Tuition waived, insurance fee covered, and monthly stipend of CNY 3,000 for master's and CNY 3,500 for doctoral students.",https://stuex.nju.edu.cn/en_/23291/list.htm
Nanjing University,Nanjing Government Scholarship,"Partial, municipal government (Nanjing)",International students at Nanjing University; application period March 1 - June 15; administered by the Institute for International Students. Open to international students including Thai.,"CNY 20,000/year for postgraduate and PhD students, CNY 10,000/year for undergraduate students, CNY 5,000/semester for non-degree students.",https://stuex.nju.edu.cn/en_/23291/list.htm
Nanjing University,Confucius Institute Scholarship (International Chinese Language Teachers Scholarship),"Full, government (Confucius Institute Headquarters / Hanban)",For applicants to Chinese Language Advanced Study Programs or the Master's Program of Teaching Chinese to Speakers of Other Languages; non-Chinese citizen aged 16-35 with good academic record; application period March - May. Open to international students including Thai.,"Exemption from registration fees, tuition, basic learning material fees and on-campus accommodation fees; one-off resettlement subsidy, monthly living allowance, outpatient medical service and comprehensive insurance.",https://stuex.nju.edu.cn/en_/23291/list.htm
USTC,Chinese Government Scholarship (CGS),"Full, government (Ministry of Education of China)",Postgraduate (master's or PhD) applicants; non-Chinese citizen; apply online via the USTC ISA system. Deadline December to 15th of March. Open to international students including Thai.,"Waived tuition and free accommodation; monthly living allowance of CNY 3,000 - 3,500; comprehensive medical insurance.",http://ustc.admissions.cn/guide
USTC,CAS-TWAS President's Fellowship Program,"Full, fellowship (Chinese Academy of Sciences & TWAS)",For PhD candidates; non-Chinese citizen; apply online via the USTC ISA system. Deadline December to end of March. Open to international students including Thai.,"Waived tuition; travel from home country to China (one trip per person); monthly living allowance of CNY 7,000 - 8,000.",http://ustc.admissions.cn/guide
USTC,USTC Fellowship / USTC Scholarship,"Full or partial, university-funded",For degree-seeking and exchange students; non-Chinese citizen; Scholarship A applicants must not be a CGS awardee and must meet degree/HSK/age limits; apply via the USTC online application system (isa.ustc.edu.cn). Open to international students including Thai.,"Tuition waiver and monthly stipend (Bachelor CNY 2,500 / Master CNY 3,000 / Doctoral CNY 3,500; up to ~CNY 7,000/month for top PhD candidates).",http://ustc.admissions.cn/guide
Wuhan University,"Chinese Government Scholarship - Youth of Excellence Scheme of China Program (Type A, Agency code 1563)","Full, government (China Scholarship Council)","Non-Chinese citizen under 45 in good health; bachelor's degree or above with at least 3 years of work experience; government officials, senior managers, university/research administrators or those with international-organization experience; English-taught master's (Geospatial Information Technology or Public Health); TOEFL 80+/IELTS 6.0+. Apply via WHU online system before March 1 then CSC system before March 31. Open to international students including Thai.","Full scholarship (tuition, accommodation, stipend and comprehensive medical insurance per CGS full standard) for a two-year '1+1' mode master's program.",https://admission.whu.edu.cn/info/1251/5452.htm
Sun Yat-sen University,"Chinese Government Scholarship (Bilateral, High-Level Graduate, Silk Road and Youth of Excellence Programs)","Full, government (China Scholarship Council)","Non-Chinese citizen in good health; bachelor's applicants under 25, master's under 35, doctoral under 40; HSK 3-5 for Chinese-taught or TOEFL 79/IELTS 6.5 for English-taught; apply via SYSU Office of International Students' Affairs and the CGS system. Open to international students including Thai.","Full scholarship covering tuition, accommodation/living expenses, monthly stipend and comprehensive medical insurance (per CGS full standard).",https://iso.sysu.edu.cn/en/application/scholarship/index.htm
Sun Yat-sen University,Silk Road - Chinese Government Scholarship Program,"Full, government (China Scholarship Council, Belt and Road)","Applicants from 10 Belt and Road countries explicitly including Thailand; bachelor's (under 25), master's (under 35) or doctoral (under 40) holders with excellent academic records; HSK or TOEFL/IELTS as required; maximum 10 students admitted on competitive merit.","Full Chinese Government Scholarship (tuition, accommodation, stipend and medical insurance) to pursue bachelor's, master's or doctoral degrees at SYSU.",https://iso.sysu.edu.cn/en/application/scholarship/1418849.htm
Renmin University of China,"Chinese Government Scholarship (Type A Bilateral and Type B High-Level/Silk Road, Agency No. 10002)","Full, government (China Scholarship Council)",Non-Chinese citizen; Type A applicants apply first to dispatching authorities (e.g. Chinese embassies) and select RUC as first choice; Type B applicants apply to both RUC and CSC simultaneously via studyinchina.csc.edu.cn. Open to international students including Thai.,"Full scholarship covering tuition, accommodation, living allowance and comprehensive health insurance.",http://msf.sf.ruc.edu.cn/Apply/Scholarships/index.htm
Renmin University of China,Beijing Government Scholarship,"Full or partial, municipal government (Beijing)",Outstanding international students studying or conducting research at RUC / institutions in Beijing; opens for application at the beginning of the new semester.,Covers full or partial tuition fees and comprehensive medical insurance.,http://sis.ruc.edu.cn/en/degreePrograms/english/master/FeesandScholarship/index.htm
Beijing Normal University,"Chinese Government Scholarship - Chinese University Program (Type B, Agency No. 10027)","Full, government (China Scholarship Council)","Non-Chinese citizen; supports undergraduate and graduate students (bachelor under 25, master under 35, doctoral under 40); HSK for Chinese-taught or IELTS/TOEFL for English-taught; applicants should not hold any other scholarship; apply via BNU International Student Application System and CSC between November and March. Open to international students including Thai.","Tuition, free university dormitory or accommodation subsidy, monthly stipend, and comprehensive medical insurance (per CGS full standard).",https://admission-is.bnu.edu.cn/english/international/chineseovernment/typebchinese/index.html
Beijing Normal University,"BNU Scholarships (Beijing Government Scholarship, BNU New International Student Scholarship, 'Silk Road Muduo' Scholarship, Belt and Road School Scholarship)","Full or partial, university and municipal-funded",International students applying to BNU; apply online via the BNU International Students Online Service System and submit paper materials to BNU; eligibility per the latest BNU Admission Brochure. Open to international students including Thai.,University/municipal scholarships covering full or partial tuition and related support; coverage varies by specific scholarship per the BNU admission brochure.,https://admission-is.bnu.edu.cn/english/international/index.html
Tongji University,Chinese Government Scholarship (CSC) - High Level Postgraduate Program (Type B) & Tongji University International Student Excellence Scholarship,Government (CSC) administered by the university + university merit scholarship,"Non-Chinese citizens in good health; Master's applicants under 35 and PhD applicants under 40; cannot hold another Chinese government scholarship; apply via Tongji portal (agency no. 10247, Type B) plus CSC system","Full tuition waiver, free on-campus accommodation (or housing subsidy RMB 700/month Master's, RMB 1,000/month PhD), living stipend RMB 3,000/month (Master's) and RMB 3,500/month (PhD), comprehensive medical insurance",https://study.tongji.edu.cn/English/HOME/Scholarships.htm
Beihang University,"Beihang University Foreign Students Scholarship (incl. Outstanding Talents Scholarship for Freshmen, Self-Supported & Distinguished Foreign Students Scholarship)",University-funded scholarship for international students (alongside CSC and Beijing Government Scholarship),"International (non-Chinese) students who meet Beihang admission requirements; awards include freshman 'Outstanding Talents', self-supported, distinguished, and program/cooperation scholarship categories; applied through the International School",Tuition reduction/waiver and/or stipend depending on award category (full or partial; varies by scholarship tier and program),https://is.buaa.edu.cn/en/jxj/bhwglxsjxj.htm
Harbin Institute of Technology (HIT),HIT International Students Scholarship,University merit scholarship (tuition-waiver tiers),"Non-Chinese citizens in good health; Bachelor's applicants under 25, Master's under 30, Doctoral under 35; no double benefits (cannot hold multiple scholarships); language proof required (HSK 4 >=210 for Chinese-taught or English certificate)",Tuition-fee waiver tiers - Elite: 100% tuition waiver; First: 50% waiver; Second: 30% waiver; Third: 20% waiver,https://studyathit.hit.edu.cn/18367/list.htm
Xi'an Jiaotong University,"XJTU Siyuan International Student Scholarship (plus CSC, Belt & Road and city scholarships)","University scholarship for international students (alongside CSC Type B, agency no. 10698)","Non-Chinese citizens; designated CSC university; XJTU Siyuan supports up to 2 years (Master's) / 3 years (PhD); CSC route open to all nationalities meeting age/health requirements, English proficiency certificate accepted","Tuition-fee waiver plus monthly living allowance (Siyuan); CSC route adds full tuition, free accommodation, medical insurance and stipend RMB 3,000/month (Master's) and RMB 3,500/month (PhD)",https://en.xjtu.edu.cn/scholarship.html
Nankai University,Chinese Government Scholarship - Nankai University (Type B / University Program),Government (CSC) administered by the university,"Non-Chinese citizens in good health; apply via Nankai International Student Online Service System plus CSC Online Application System (agency no. 10055, Type B); recipients may not concurrently hold another Chinese government/Nankai scholarship; application period Oct 2025-Mar 2026","Tuition waiver, free on-campus accommodation or accommodation subsidy, monthly stipend per standard, comprehensive medical insurance",https://ensie.nankai.edu.cn/info/1046/1336.htm
Tianjin University,Peiyang Future Scholar Scholarship for International Students,University-funded scholarship (School of International Education),"Non-Chinese citizens with valid passport; PhD applicants hold a Master's degree and under age 40 (Master's applicants under 35); good health/conduct; HSK-5 (>=180) for Chinese-taught or IELTS 6.0/TOEFL 80 for English-taught; apply online at tju.at0086.cn; deadline May 31, 2026","PhD: full tuition subsidy RMB 38,000/academic year, living allowance RMB 3,500/month, free on-campus accommodation (Master's: tuition subsidy RMB 30,000/year, RMB 3,000/month, free accommodation)",https://sie.tju.edu.cn/en/jxj/PeiyangFutureScholarScholarship/202603/t20260306_324563.html
Southeast University,"SEU Scholarship (Southeast University School Scholarship) plus Chinese Government Scholarship (CSC, agency no. 10286)",University scholarship for international students (plus government CSC route),"Non-Chinese citizens in good health; apply via SEU online system (fs.seu.edu.cn); HSK 4 (200+) for Chinese-taught programs or TOEFL 80/IELTS 6.0 for English-taught; Master's applicants under 35, PhD under 40; application period Nov 2025-May 2026","SEU Scholarship: partial tuition plus monthly living allowance; CSC route: full tuition, free accommodation, medical insurance, stipend RMB 3,000/month (Master's) and RMB 3,500/month (PhD)",https://cis.seu.edu.cn/hwenglish/14010/list.htm
